lookback,step,unit1,unit2,act1,act2,optimizer,batchSize,drop1,drop2,dropRnn1,dropRnn2
72,1,512,32,relu,relu,Adam,30,0,0.05,0,0
72,1,512,32,relu,relu,Adam,30,0,0.05,0,0
72,1,512,32,relu,relu,Adam,30,0,0.05,0,0
72,1,512,32,relu,relu,Adam,30,0,0.05,0,0
72,1,512,32,relu,relu,Adam,30,0,0.05,0,0
